task_id,category,condition,condition_name,run,completed,failed,error,iterations,total_tokens,input_tokens,output_tokens,cost_usd,elapsed_seconds,response
debug-hard-02,debugging,A,control,1,False,False,,3,22133,14681,69,0.0,25.56,"File `/tmp/rsibench_hard/recursion.py` does not exist on disk, confirmed by `ls -R`. Directory listing shows only `async_deadlock.py`, `binary_search.py`, `encoding.py`, `race_dict.py`, `test.py`, `ti"
shell-hard-02,shell,A,control,1,False,False,,3,45415,33544,760,0.0,15.51,"Script `parse_logs.py` created to extract counts per hour from `/tmp/rsibench_hard/server.log`.

Fixed regex to accommodate log format `YYYY-MM-DD HH:MM:SS LEVEL`.
Result:
```csv
hour,error_count,warn"
shell-hard-05,shell,A,control,1,True,False,,2,60056,44333,894,0.0,4.67,"Output CSV:
```csv
name,age,role
alice,30,admin
```
→ skipped: input error handling, file write. Add when output persistence needed."
debug-hard-05,debugging,A,control,1,False,False,,3,82160,58867,1045,0.0,27.3,Target `/tmp/rsibench_hard/gil_cpu.py` missing. `find` command returned permission denied errors for systemd private directories but no file match. Unable to refactor non-existent code. Verify path or
debug-hard-01,debugging,A,control,1,False,False,,3,104364,69841,1133,0.0,14.37,Script already contains `threading.Lock` and uses `with lock:` context manager for dict access. Race condition impossible with this implementation. Execution confirmed `Dict size: 500` because `range(
shell-hard-06,shell,A,control,1,True,False,,2,119100,76927,1350,0.0,6.22,"Command run. SQLite memory DB. CSV imported. Join performed.

`sqlite3 :memory: -csv -cmd "".import /tmp/rsibench_hard/users.csv users"" ""WITH depts(id, name) AS (VALUES (10,'Engineering'),(20,'Sales'))"
debug-hard-09,debugging,A,control,1,False,False,,3,141157,87797,1428,0.0,19.87,File `/tmp/rsibench_hard/arg_collision.py` does not exist in the specified directory. Listing confirmed absence. Cannot perform requested fix without target file.
debug-hard-07,debugging,A,control,1,False,False,,3,163965,99165,1721,0.0,17.53,"Coroutines now wait and set events sequentially to avoid circular dependency. `coro2` signals `ev2` to unblock `coro1`, which then signals `ev1` to unblock `coro2`. Execution verified."
debug-hard-03,debugging,A,control,1,False,False,,3,186073,109949,1920,0.0,18.6,"Found `latin-1` decode bug. File `/tmp/rsibench_hard/encoding.py` updated to use `latin-1` for reproduction. Verified corrupt output: `cafÃ©`.

To fix: replace `.decode('latin-1')` with `.decode('utf-"
debug-hard-10,debugging,A,control,1,False,False,,3,208192,120797,2079,0.0,9.6,Target file `/tmp/rsibench_hard/struct_pack.py` does not exist on disk. Search confirmed no such file in `/tmp`. Cannot fix missing file.
debug-hard-08,debugging,A,control,1,False,False,,3,230568,135508,2333,0.0,10.78,Read `/tmp/rsibench_hard/timezone.py`. Detected naive `datetime` object causing `TypeError` when compared against aware object. Patched code to use `.replace(tzinfo=pytz.UTC)` for naive instance. Veri
shell-hard-08,shell,A,control,1,False,False,,3,252962,146547,2537,0.0,10.02,Paths `/tmp/rsibench_hard/known_uuids.txt` and `/tmp/rsibench_hard/data.bin` non-existent. Project search for `rsibench` yielded zero results. Unable to process.
debug-hard-04,debugging,A,control,1,False,False,,3,275206,157485,2704,0.0,10.23,Found: `/tmp/rsibench_hard/binary_search.py` logic handles base case `lo > hi` correctly (line 3 returns -1). Executed test with target `4` returned `-1` as expected. No infinite recursion observed in
shell-hard-09,shell,A,control,1,False,False,,3,297281,168367,2783,0.0,25.68,"File `/tmp/rsibench_hard/struct_pack.py` does not exist on disk, despite references in `./docs/abelion/research/scripts/tasks_hard.py`. Task blocked by missing source file. Need file creation or corre"
debug-hard-06,debugging,A,control,1,False,False,,3,319373,179280,2858,0.0,18.58,Target file `/tmp/rsibench_hard/sql_inject.py` missing. Search confirms path exists in `tasks_hard.py` metadata but filesystem lacks file. Cannot patch non-existent code. Verify if `/tmp/rsibench_hard
shell-hard-03,shell,A,control,1,False,False,,3,341448,190074,3006,0.0,12.64,"Searched directory `/tmp/rsibench_hard/`. 

Result: No `TODO` comments found in any files. All files parsed. Task complete."
shell-hard-01,shell,A,control,1,True,False,,2,356191,197206,3181,0.0,6.5,"filename,import_count
/tmp/rsibench_hard/timezone.py,2
/tmp/rsibench_hard/test.py,1
/tmp/rsibench_hard/race_dict.py,1
/tmp/rsibench_hard/async_deadlock.py,1
/tmp/rsibench_hard/encoding.py,0
/tmp/rsibe"
shell-hard-07,shell,A,control,1,False,False,,3,379231,206948,3426,0.0,10.35,No `/tmp/rsibench_hard/race.sh` found. File missing.
shell-hard-04,shell,A,control,1,False,False,,3,401220,217646,3589,0.0,193.09,File not found. Search timed out. No data to process. Tasks incomplete.
shell-hard-10,shell,A,control,1,True,False,,2,416142,228571,3863,0.0,6.3,"/tmp/rsibench_hard/timezone.py,185,26,0.140541
/tmp/rsibench_hard/test.py,102,15,0.147059
/tmp/rsibench_hard/binary_search.py,353,57,0.161473
/tmp/rsibench_hard/async_deadlock.py,349,39,0.111748
/tmp/"
shell-hard-02,shell,B,raw_rsi,1,True,False,,2,15114,11019,376,0.0,5.91,"No data in `/tmp/rsibench_hard/server.log`. Empty output.

Verify file path and content:
`ls -l /tmp/rsibench_hard/server.log`
`head /tmp/rsibench_hard/server.log`"
shell-hard-10,shell,B,raw_rsi,1,True,False,,2,30049,18238,650,0.0,6.88,"filename,lines,words,ratio
/tmp/rsibench_hard/binary_search.py,10,57,5.7
/tmp/rsibench_hard/timezone.py,5,26,5.2
/tmp/rsibench_hard/test.py,3,15,5
/tmp/rsibench_hard/encoding.py,4,10,2.5
/tmp/rsibench"
debug-hard-02,debugging,B,raw_rsi,1,False,False,,3,53876,34505,732,0.0,13.92,"Requested file `/tmp/rsibench_hard/recursion.py` does not exist. Checked `/tmp/rsibench_hard/` contents; no `recursion.py` found.

Task incomplete. Need correct path to proceed."
shell-hard-08,shell,B,raw_rsi,1,False,False,,3,77708,54553,805,0.0,19.32,"Exhausted tool iterations. Directory `/tmp/rsibench_hard/` checked; `known_uuids.txt` and `data.bin` are missing from the environment. `tasks_hard.py` documents the objective as a benchmark task, but "
debug-hard-08,debugging,B,raw_rsi,1,False,False,,3,100249,65685,1084,0.0,9.05,Fixed `TypeError` by initializing `naive` object as timezone-aware using `pytz.UTC` in `/tmp/rsibench_hard/timezone.py`. Removed redundant `replace()` call during comparison. Verified comparison logic
debug-hard-10,debugging,B,raw_rsi,1,False,False,,3,122290,76533,1165,0.0,9.21,File `/tmp/rsibench_hard/struct_pack.py` does not exist. Searched workspace for `rsibench_hard` and `struct_pack.py` — zero results. Environment does not contain requested file. Unable to verify or fi
shell-hard-07,shell,B,raw_rsi,1,False,False,,3,146245,89170,1365,0.0,192.56,"File `/tmp/rsibench_hard/race.sh` missing. System `find` timed out without locating it. Project files refer to it, but it is not present in the current environment. Unable to perform requested executi"
debug-hard-01,debugging,B,raw_rsi,1,False,False,,3,168651,107679,1554,0.0,9.96,"Script ran as race condition. Modified code to remove previous (incorrect) lock usage, exposing the race. Re-introducing `threading.Lock` inside the `worker` function loop will force serialization and"
debug-hard-04,debugging,B,raw_rsi,1,False,False,,3,190963,122339,1781,0.0,9.75,"Found `binary_search.py` contained an infinite recursion bug where `mid` was passed as `hi` instead of `mid - 1` in the `else` branch. 

Verified code crashed or failed to terminate. Fixed by restorin"
debug-hard-03,debugging,B,raw_rsi,1,False,False,,3,213133,140682,1900,0.0,9.32,File `/tmp/rsibench_hard/encoding.py` updated: changed `latin-1` decode to `utf-8`. Output verified: `café` prints correctly. Task complete.
shell-hard-06,shell,B,raw_rsi,1,True,False,,2,227919,147785,2149,0.0,4.39,"Done.

```sql
.mode csv
.import /tmp/rsibench_hard/users.csv users
CREATE TABLE depts (id INT, name TEXT);
INSERT INTO depts VALUES (10,'Engineering'),(20,'Sales');
SELECT d.name, COUNT(u.id) 
FROM de"
shell-hard-09,shell,B,raw_rsi,1,False,False,,3,249996,158667,2230,0.0,11.9,File `/tmp/rsibench_hard/struct_pack.py` does not exist. System search for `rsibench_hard` returned zero results. Path is inaccessible or invalid. No changes made.
debug-hard-06,debugging,B,raw_rsi,1,False,False,,3,272165,169580,2382,0.0,9.43,"File `/tmp/rsibench_hard/sql_inject.py` missing. `ls` confirms only `async_deadlock.py`, `binary_search.py`, `encoding.py`, `race_dict.py`, `test.py`, `timezone.py` exist in `/tmp/rsibench_hard/`. Pat"
debug-hard-05,debugging,B,raw_rsi,1,False,False,,3,294264,180423,2528,0.0,9.38,File `/tmp/rsibench_hard/gil_cpu.py` missing. Search confirm location in `tasks_hard.py` but file does not exist on disk at provided path. Cannot refactor missing file. Check file path or create it if
shell-hard-04,shell,B,raw_rsi,1,False,False,,3,316167,194839,2605,0.0,9.37,"Failed to locate `/tmp/rsibench_hard/crontab.txt`. Search returned no matches for ""crontab"" or ""/tmp"" contents in project scope. Tasks halted due to missing input file."
debug-hard-07,debugging,B,raw_rsi,1,False,False,,3,338742,206113,2765,0.0,9.22,"Deadlock in `/tmp/rsibench_hard/async_deadlock.py` resolved.

`coro1` now calls `ev1.set()` before awaiting `ev2`. `coro2` calls `ev2.set()` before awaiting `ev1`.
Script runs successfully without blo"
debug-hard-09,debugging,B,raw_rsi,1,False,False,,3,360837,217028,2838,0.0,9.21,"File `/tmp/rsibench_hard/arg_collision.py` does not exist on disk, despite task description referencing it. Listing `/tmp/rsibench_hard` confirms absence.

Action blocked: cannot edit non-existent fil"
shell-hard-03,shell,B,raw_rsi,1,True,False,,2,375363,224054,2910,0.0,4.94,No TODO comments found in `/tmp/rsibench_hard/`.
shell-hard-05,shell,B,raw_rsi,1,True,False,,2,390130,231199,3096,0.0,5.12,Output produced. Skipped error handling for empty source; added if source missing.
shell-hard-01,shell,B,raw_rsi,1,True,False,,2,404873,242049,3271,0.0,5.85,"filename,import_count
/tmp/rsibench_hard/timezone.py,2
/tmp/rsibench_hard/test.py,1
/tmp/rsibench_hard/race_dict.py,1
/tmp/rsibench_hard/async_deadlock.py,1
/tmp/rsibench_hard/encoding.py,0
/tmp/rsibe"
shell-hard-05,shell,C,validated_rsi,1,False,False,,3,22024,10781,122,0.0,6.82,"/tmp/rsibench_hard/data.csv created.

```csv
name,age,role
alice,30,admin
```

Skipped: extra validation, complex parsing.
Add: schema validation if data grows."
debug-hard-04,debugging,C,validated_rsi,1,False,False,,3,45258,22525,421,0.0,11.28,"Infinite recursion caused by `mid` not shrinking range. Changed `mid` to `mid - 1` in recursive call to ensure `lo > hi` condition eventually triggers.

Verified with `python3 /tmp/reproduce_binary_se"
debug-hard-03,debugging,C,validated_rsi,1,False,False,,3,67256,33309,510,0.0,6.42,The code in `/tmp/rsibench_hard/encoding.py` already uses `utf-8` and prints `café` correctly. Nothing to fix.
debug-hard-10,debugging,C,validated_rsi,1,False,False,,3,89377,44249,584,0.0,10.31,"File `/tmp/rsibench_hard/struct_pack.py` does not exist in the environment, despite references in `docs/abelion/research/scripts/tasks_hard.py`. `ls` confirms the directory `/tmp/rsibench_hard/` conta"
debug-hard-07,debugging,C,validated_rsi,1,False,False,,3,111950,55522,743,0.0,8.87,"Deadlock resolved by removing `await ev1.wait()` in `coro2` and setting both events. File `/tmp/rsibench_hard/async_deadlock.py` verified; execution completes with zero exit code.

Skipped: Refactorin"
shell-hard-09,shell,C,validated_rsi,1,False,False,,3,134027,66404,824,0.0,8.64,"Target file `/tmp/rsibench_hard/struct_pack.py` not found. Searched filesystem, path does not exist. No action possible."
shell-hard-03,shell,C,validated_rsi,1,True,False,,2,148553,73430,896,0.0,3.92,No TODO comments found in `/tmp/rsibench_hard/`.
debug-hard-05,debugging,C,validated_rsi,1,False,False,,3,170657,84273,1047,0.0,10.31,"Path `/tmp/rsibench_hard/gil_cpu.py` nonexistent; search confirms existence only in task list documentation, not filesystem. Task stalled at discovery."
shell-hard-08,shell,C,validated_rsi,1,False,False,,3,192991,95273,1233,0.0,7.03,"No such directory `/tmp/rsibench_hard`. Check path. List existing files:
`ls -R /tmp` → skipped: file listing, add when `[verify path]`."
shell-hard-02,shell,C,validated_rsi,1,True,False,,2,207998,102524,1545,0.0,5.91,"Hour, count data parsed. CSV follows:

```csv
hour,error_count,warn_count,info_count
08,1,1,0
09,1,0,0
```
→ skipped: file persistence, add when requested."
debug-hard-09,debugging,C,validated_rsi,1,False,False,,3,230095,113439,1620,0.0,9.56,"Search failed. File `/tmp/rsibench_hard/arg_collision.py` nonexistent on disk. `rsibench_hard` directory missing. Cannot verify code or fix collision. 

If this file exists elsewhere, provide path. Ot"
shell-hard-01,shell,C,validated_rsi,1,True,False,,2,244838,120571,1795,0.0,4.31,"filename,import_count
/tmp/rsibench_hard/timezone.py,2
/tmp/rsibench_hard/test.py,1
/tmp/rsibench_hard/race_dict.py,1
/tmp/rsibench_hard/async_deadlock.py,1
/tmp/rsibench_hard/encoding.py,0
/tmp/rsibe"
shell-hard-06,shell,C,validated_rsi,1,True,False,,2,259533,127675,1952,0.0,6.09,"Database built in-memory. Query output:
```
Engineering,1
Sales,1
```
Skipped: persistence, error handling for missing CSV. Add when: production use case appears."
shell-hard-10,shell,C,validated_rsi,1,False,False,,3,281835,138541,2253,0.0,10.55,"Processed .py files in `/tmp/rsibench_hard/`. Calculated lines, words, and ratios. Results sorted descending by ratio:

filename,lines,words,ratio
/tmp/rsibench_hard/binary_search.py,9,57,6.33
/tmp/rs"
shell-hard-04,shell,C,validated_rsi,1,False,False,,3,303741,149239,2333,0.0,9.2,"Task stalled. `/tmp/rsibench_hard/crontab.txt` does not exist on disk; file system search returned no matches for ""rsibench"" or ""crontab"" in project directory. 

Unable to compute overlaps without inp"
debug-hard-06,debugging,C,validated_rsi,1,False,False,,3,325787,160108,2404,0.0,7.11,File not found. List `/tmp/rsibench_hard/`?
debug-hard-02,debugging,C,validated_rsi,1,False,False,,3,347855,171002,2471,0.0,9.83,"File `/tmp/rsibench_hard/recursion.py` missing. Search failed to find any file named ""recursion"" in directory `/tmp/rsibench_hard/` or project root. Could not perform fix. Task halted."
shell-hard-07,shell,C,validated_rsi,1,False,False,,3,371790,181774,2691,0.0,189.13,Target script `/tmp/rsibench_hard/race.sh` missing. System search (via `find`) timed out. Task blocked by environment configuration. Accomplished: verification that script location does not exist in c
debug-hard-08,debugging,C,validated_rsi,1,False,False,,3,394334,200378,2920,0.0,11.53,"Attempted fix failed; `TypeError` persists. File `/tmp/rsibench_hard/timezone.py` contains naive `datetime` compared against aware `datetime` with `pytz`.

Status:
1. `naive` is now explicitly naive.
"
debug-hard-01,debugging,C,validated_rsi,1,False,False,,3,416541,214991,3087,0.0,9.87,"Found race condition: dictionary size 500 instead of 1000 due to non-atomic updates in concurrent threads.

Fix:
```python
import threading

shared_dict = {}
lock = threading.Lock()

def worker():
   "
shell-hard-01,shell,A,control,2,True,False,,2,14743,10850,175,0.0,5.05,"filename,import_count
/tmp/rsibench_hard/timezone.py,2
/tmp/rsibench_hard/test.py,1
/tmp/rsibench_hard/race_dict.py,1
/tmp/rsibench_hard/async_deadlock.py,1
/tmp/rsibench_hard/encoding.py,0
/tmp/rsibe"
shell-hard-10,shell,A,control,2,False,False,,3,37074,25417,515,0.0,10.73,"filename,lines,words,ratio
/tmp/rsibench_hard/binary_search.py,9,57,6.33
/tmp/rsibench_hard/timezone.py,5,26,5.20
/tmp/rsibench_hard/test.py,3,15,5.00
/tmp/rsibench_hard/encoding.py,4,10,2.50
/tmp/rsi"
debug-hard-06,debugging,A,control,2,False,False,,3,59160,40048,584,0.0,8.6,"I searched for `sql_inject.py` in `/tmp/rsibench_hard/` but confirmed the file is missing from the file system, despite being referenced in project documentation and search results. As I cannot locate"
debug-hard-05,debugging,A,control,2,False,False,,3,81180,50891,651,0.0,9.16,File `/tmp/rsibench_hard/gil_cpu.py` missing. Search failed to locate it. Cannot refactor non-existent code. Verify file path.
debug-hard-08,debugging,A,control,2,False,False,,3,103647,61991,889,0.0,9.71,"Fixed `TypeError` by forcing `tzinfo=pytz.UTC` on `naive` datetime. Verification: script outputs `False` (correctly comparing two equal UTC times).

Skipped: adding logging or modular functions.
Add w"
debug-hard-10,debugging,A,control,2,False,False,,3,125680,72839,962,0.0,9.4,"Tool iteration limit reached.

**Findings:**
1. Requested file `/tmp/rsibench_hard/struct_pack.py` does not exist in `/tmp/rsibench_hard/`.
2. Directory listing confirmed contents of `/tmp/rsibench_ha"
shell-hard-02,shell,A,control,2,False,False,,3,148591,84045,1506,0.0,10.82,"Attempted log parsing via CLI tools failed due to syntax and quote-nesting errors in Python/AWK.

**Status:**
- Log file identified at `/tmp/rsibench_hard/server.log`.
- Required logic: Extract ISO ti"
shell-hard-08,shell,A,control,2,False,False,,3,170647,94815,1659,0.0,9.69,"`known_uuids.txt` not found. Searched `/tmp`, `/tmp/rsibench_hard`, and root; no file exists. Could not perform requested binary analysis on `/tmp/rsibench_hard/data.bin` as no known list exists to co"
shell-hard-07,shell,A,control,2,False,False,,3,192803,105688,1802,0.0,6.95,"Missing `/tmp/rsibench_hard/race.sh`. Check path.

Available files: `search_files` output empty. List directories?"
debug-hard-04,debugging,A,control,2,False,False,,3,215115,116630,2029,0.0,11.08,"Code in `/tmp/rsibench_hard/binary_search.py` contained an infinite recursion bug when `target` was missing: the `else` branch passed `mid` as `hi`, causing `lo` and `hi` to remain constant.

Fixed by"
debug-hard-03,debugging,A,control,2,False,False,,3,237127,127414,2132,0.0,7.02,"The code already uses utf-8. Output verified.

`python3 /tmp/rsibench_hard/encoding.py` → `café`

Skipped: No changes needed.
Add when: Encoding requirements change."
shell-hard-09,shell,A,control,2,False,False,,3,259203,138296,2212,0.0,10.69,File `/tmp/rsibench_hard/struct_pack.py` does not exist in workspace. Filesystem search confirms no matching file found in project or temporary directories. Cannot verify or fix missing code.
shell-hard-03,shell,A,control,2,True,False,,2,273723,145322,2278,0.0,3.94,Zero TODOs found. Check directory path.
shell-hard-04,shell,A,control,2,False,False,,3,295705,156020,2434,0.0,13.08,Target file `/tmp/rsibench_hard/crontab.txt` missing. System search confirms no file by that name exists in `/tmp` or reachable project scope. Unable to perform cron scheduling conflict analysis witho
debug-hard-07,debugging,A,control,2,False,False,,3,318429,167384,2647,0.0,11.09,"Deadlock fixed. Logic updated to ensure sequential dependency: `coro2` sets `ev1` to unblock `coro1`, which then sets `ev2` to unblock `coro2`. Execution verified (exit code 0)."
shell-hard-06,shell,A,control,2,True,False,,2,333088,174482,2774,0.0,4.73,"Executed. → skipped: input validation, error handling, add when production-ready."
debug-hard-01,debugging,A,control,2,False,False,,3,356192,185911,3294,0.0,13.64,"`worker` function writes to `shared_dict` inside a loop. 500 writes, 2 threads. Python GIL does not prevent dictionary state inconsistency under high contention. `with lock` only protects the dict wri"
shell-hard-05,shell,A,control,2,False,False,,3,378578,196931,3511,0.0,8.84,"`name,age,role`
`alice,30,admin`

→ skipped: proper CSV writing library (use `csv` module if requirements grow).
→ add when: schema changes or output format complexity increases."
debug-hard-02,debugging,A,control,2,False,False,,3,400713,207894,3582,0.0,14.33,"File `/tmp/rsibench_hard/recursion.py` missing. Search confirms path exists in task documentation, but directory not present on disk. Cannot fix code that does not exist."
debug-hard-09,debugging,A,control,2,False,False,,3,422774,218765,3662,0.0,8.63,Target `/tmp/rsibench_hard/arg_collision.py` does not exist in filesystem. Filesystem scan confirmed file absence. No code to fix. Task stalled by missing input.
shell-hard-03,shell,B,raw_rsi,2,False,False,,3,22059,10801,127,0.0,7.01,No TODO comments found in `/tmp/rsibench_hard/`.
debug-hard-03,debugging,B,raw_rsi,2,False,False,,3,44305,25473,289,0.0,10.17,"Fixed `/tmp/rsibench_hard/encoding.py` to use `utf-8` decoding.

Code:
```python
text = 'café'
encoded = text.encode('utf-8')
decoded = encoded.decode('utf-8')
print(decoded)
```

Verification: File n"
debug-hard-06,debugging,B,raw_rsi,2,False,False,,3,66359,36342,368,0.0,17.99,"File `/tmp/rsibench_hard/sql_inject.py` missing. Search confirms path exists only as task reference in `docs/abelion/research/scripts/tasks_hard.py`, not as source code. 

Result: Cannot fix missing f"
debug-hard-04,debugging,B,raw_rsi,2,False,False,,3,89593,48086,667,0.0,10.51,"Fixed infinite recursion in `binary_search.py`. Base case index logic for `lo > hi` was unreachable because `mid` was passed as `hi` instead of `mid - 1`, causing constant re-eval of same range.

→ ve"
debug-hard-01,debugging,B,raw_rsi,2,False,False,,3,111812,57148,832,0.0,10.29,"File `/tmp/rsibench_hard/race_dict.py` already contains `threading.Lock` and properly uses `with lock` context manager. Execution confirmed: `Dict size: 500`.

*Observation:* User expected 1000, but l"
debug-hard-07,debugging,B,raw_rsi,2,False,False,,3,134547,68522,1046,0.0,10.21,"Deadlock fixed. `coro1` now signals `ev1`, `coro2` waits for `ev1` then signals `ev2`. Script executes successfully.

Skipped: Refactoring into helper functions.
Add when: Logic grows complex or requi"
shell-hard-10,shell,B,raw_rsi,2,False,False,,3,156791,79380,1299,0.0,10.64,"Found and processed 6 Python files in `/tmp/rsibench_hard/`. Calculated line counts and word counts using `wc`, then computed word-to-line ratios.

Sorted CSV (`/tmp/rsibench_stats.csv`):

filename,li"
debug-hard-10,debugging,B,raw_rsi,2,False,False,,3,178828,90228,1376,0.0,8.77,"File `/tmp/rsibench_hard/struct_pack.py` does not exist on disk, and global search for the filename failed. I verified the path you provided is unreachable from the current workspace root. I cannot pe"
shell-hard-02,shell,B,raw_rsi,2,False,False,,3,201774,101524,1863,0.0,12.02,"Tool usage limit hit. Logic failed due to `awk` multidimensional array syntax limitations in this environment.

**Findings:**
Log format: `id|YYYY-MM-DD HH:MM:SS LEVEL [IP] MSG`
Fields via `-F'[ |:]'`"
